radius_of_gyration,effective_dimension,speed,tortuosity,turn_angle,directional_consistency,cos_slope,early_late_ratio,time_to_commit,commitment_sharpness,problem_id,condition,correct,bin,group,layer,num_tokens
3091.823,12.560712,3938.7112,0.025426527,1.920051,0.046488035,0.0002391808549402214,1.0572792,10,0.07948756,337,cot,False,Negative,G3,22,40
3529.6672,12.4038,4524.0806,0.02446152,1.9274269,0.05005741,0.00025055637726416953,1.0283102,10,0.10914737,337,cot,False,Negative,G3,23,40
3780.542,13.286479,4859.429,0.024333542,1.9325844,0.0457879,0.00044692951416679724,1.0478492,10,0.122401536,337,cot,False,Negative,G3,24,40
4208.087,13.040527,5366.705,0.02186648,1.9376307,0.046736043,0.0003838447062110129,1.0705574,10,0.19433838,337,cot,False,Negative,G3,25,40
103.554985,7.5619674,132.33354,0.019604292,1.9333127,0.037783395,0.0014507050207450327,0.876962,16,0.29267508,337,cot,False,Negative,G3,26,40
24.712082,1.7613045,36.380234,0.404908,1.9068472,0.4121396,0.24061044305562973,1.1607403,0,0.16686952,338,direct,False,Negative,G1,0,4
197.70323,1.6869615,322.37247,0.29457957,2.074774,0.31732774,0.012976557016372679,1.0554055,0,0.07715285,338,direct,False,Negative,G1,1,4
192.4503,1.839101,301.4589,0.33986598,2.023356,0.34166464,0.013764679431915281,0.90478265,0,0.04261136,338,direct,False,Negative,G1,2,4
187.9709,1.9366513,289.89197,0.3633465,1.9821117,0.35707685,0.019457846879959106,0.8941146,0,0.034057975,338,direct,False,Negative,G1,3,4
200.50998,1.93985,315.5819,0.34843177,1.9956408,0.34603906,-0.00029546022415161133,1.0005466,0,0.016846657,338,direct,False,Negative,G1,4,4
194.93422,1.9453995,300.624,0.36860436,1.9908938,0.35982084,0.002833127975463867,0.8738934,0,0.009176731,338,direct,False,Negative,G1,5,4
249.3026,1.871789,376.0708,0.35399932,1.9320427,0.34439015,0.00340193510055542,0.87499017,0,0.008734822,338,direct,False,Negative,G1,6,4
241.39882,1.9981246,345.84497,0.41672248,1.8322532,0.3964743,0.00409311056137085,0.78698635,0,0.0020276904,338,direct,False,Negative,G1,7,4
263.7683,1.8925533,337.02518,0.5580582,1.6175232,0.5574976,0.006085216999053955,0.7628998,0,0.0036091208,338,direct,False,Negative,G1,8,4
252.29317,1.9352032,345.491,0.4806349,1.7433064,0.46681377,0.0027743279933929443,0.7536801,0,0.0008983016,338,direct,False,Negative,G1,9,4
353.81177,1.6021961,515.5225,0.36916202,1.703189,0.38791636,0.0019293725490570066,1.3535544,0,0.00029098988,338,direct,False,Negative,G1,10,4
427.10995,1.6208624,530.2722,0.5146064,1.7465417,0.46860182,0.0021397769451141357,0.654161,0,0.0011281967,338,direct,False,Negative,G1,11,4
807.74805,1.2042148,1029.3187,0.47767752,1.5900576,0.38230035,0.0010530948638916016,0.7396998,0,0.00074255466,338,direct,False,Negative,G1,12,4
555.8765,1.5443441,765.1377,0.430049,1.6763742,0.4068751,0.0013997852802276611,0.9086029,0,0.0006470084,338,direct,False,Negative,G1,13,4
603.402,1.8546088,870.9604,0.41290155,1.767076,0.41624415,0.0018170177936553955,1.0716041,0,0.0012949109,338,direct,False,Negative,G1,14,4
805.4038,1.6530148,1227.4053,0.33474138,1.8226461,0.34800977,0.00025713443756103516,1.3687994,0,0.0026447177,338,direct,False,Negative,G1,15,4
957.45935,1.7196318,1421.038,0.36302578,1.7767988,0.3691036,-0.00016820430755615234,1.1431527,0,0.0031476617,338,direct,False,Negative,G1,16,4
962.59644,1.931377,1483.767,0.3432785,1.8813754,0.33897755,5.02169132232666e-05,1.1383083,0,0.0017834902,338,direct,False,Negative,G1,17,4
1298.2484,1.8348355,2025.4982,0.31093705,1.8781643,0.3087918,-0.007284015417098999,1.0671542,0,0.0009847283,338,direct,False,Negative,G1,18,4
1439.3617,1.8549781,2250.5051,0.30182293,1.8669171,0.3049795,-0.011850982904434204,1.1182652,0,-0.0007391572,338,direct,False,Negative,G1,19,4
1669.3496,1.8729495,2618.086,0.308265,1.8886819,0.30866078,-0.01460963487625122,1.0871706,0,0.0021121502,338,direct,False,Negative,G1,20,4
1872.5494,1.8828053,2940.842,0.31180736,1.8990012,0.3130345,-0.016100823879241943,1.0433087,0,0.005371332,338,direct,False,Negative,G1,21,4
2162.746,1.8729173,3416.0872,0.29869765,1.8995436,0.302366,-0.01991802453994751,1.0303842,0,0.010474861,338,direct,False,Negative,G1,22,4
2446.7952,1.8292699,3852.7803,0.2995593,1.894819,0.31041652,-0.019748538732528687,0.91820234,0,0.016283333,338,direct,False,Negative,G1,23,4
2713.4717,1.7385759,4330.2344,0.28842512,1.946657,0.30721545,-0.03117603063583374,0.7910729,0,0.03034228,338,direct,False,Negative,G1,24,4
2986.9695,1.751307,4794.994,0.29296303,1.9901748,0.30857706,-0.020735949277877808,0.75693446,0,0.01805526,338,direct,False,Negative,G1,25,4
72.35653,1.9996572,115.068245,0.33381003,2.0023017,0.31798306,-0.043896108865737915,1.1837698,0,0.06578386,338,direct,False,Negative,G1,26,4
28.18145,8.494576,39.355152,0.02495803,1.9792223,0.051423375,0.00037909912123648947,1.0323126,7,0.37817517,338,cot,True,Negative,G4,0,50
201.64188,4.705275,294.0873,0.022624083,2.0422032,0.03584542,3.5579831016306976e-05,1.0384895,37,0.19971961,338,cot,True,Negative,G4,1,50
203.98277,6.455124,292.26453,0.023173943,2.0046902,0.035420146,-0.0001501714149299933,1.055936,42,0.13992256,338,cot,True,Negative,G4,2,50
212.4391,7.5567374,299.0855,0.02410846,1.9992018,0.029879019,-0.0004124028707037165,1.018621,7,0.15050697,338,cot,True,Negative,G4,3,50
231.42049,7.476467,322.1812,0.025772352,2.0126407,0.029691966,0.00018084438479676538,1.0239979,42,0.04914069,338,cot,True,Negative,G4,4,50
267.124,6.4443254,344.3328,0.020416498,1.9799491,0.033577617,0.0002319806935835858,1.0296072,7,0.035205007,338,cot,True,Negative,G4,5,50
310.00012,4.086465,414.04306,0.027666394,1.9495778,0.029548477,0.00015174536680688665,1.0266504,37,0.045387506,338,cot,True,Negative,G4,6,50
318.6167,5.102665,419.84332,0.021282779,1.8997793,0.04053478,3.522383315222604e-05,1.0518924,37,0.026946127,338,cot,True,Negative,G4,7,50
407.43533,3.8443358,474.9962,0.024971245,1.8995743,0.06283721,3.450385161808559e-05,1.0403311,4,0.018016577,338,cot,True,Negative,G4,8,50
472.73947,2.8836355,565.9473,0.02401724,1.7983627,0.06502304,4.827884995207495e-06,1.1596788,42,0.00737828,338,cot,True,Negative,G4,9,50
594.6011,2.3326812,708.88104,0.022677818,1.7814479,0.11017732,1.9699663532023528e-05,1.1910882,15,0.008208215,338,cot,True,Negative,G4,10,50
555.0411,2.91956,652.42224,0.031933427,1.8790503,0.064066835,2.2338926792144777e-05,0.99106467,6,0.0044797063,338,cot,True,Negative,G4,11,50
916.00696,1.9327857,971.8778,0.022878312,1.7559925,0.09895928,1.336676733834403e-05,1.1587765,4,0.0034863949,338,cot,True,Negative,G4,12,50
803.8879,2.8779345,932.66754,0.021295337,1.796874,0.07056661,1.9595623016357425e-05,1.1527689,37,0.0051292777,338,cot,True,Negative,G4,13,50
923.8126,4.95507,1013.08466,0.023410847,1.7831835,0.054744057,2.264726526883184e-05,1.0890329,4,0.0059535503,338,cot,True,Negative,G4,14,50
1165.0016,7.450845,1262.1307,0.025987579,1.7940553,0.045958642,-5.950039746809979e-05,1.1055616,22,0.017094612,338,cot,True,Negative,G4,15,50
1408.1296,8.368994,1545.8881,0.02283908,1.7964104,0.040568106,-2.0579422006801686e-05,1.1145846,1,0.014411271,338,cot,True,Negative,G4,16,50
1427.914,13.269216,1652.5693,0.021454083,1.9034065,0.03763366,-9.060185782763424e-06,1.0396411,33,0.014589429,338,cot,True,Negative,G4,17,50
1906.124,15.120908,2282.1897,0.0209673,1.9136854,0.033345323,-0.0001594645758064424,0.9753372,5,0.028099775,338,cot,True,Negative,G4,18,50
2274.5713,14.780157,2769.823,0.021089405,1.9112082,0.034732495,-0.00029308651174817733,1.0084906,5,0.04074222,338,cot,True,Negative,G4,19,50
2491.3254,16.11561,3044.797,0.022942608,1.9150743,0.040756095,-0.00022736970867429465,0.9756408,5,0.045483053,338,cot,True,Negative,G4,20,50
2735.2969,16.301197,3363.7947,0.023836778,1.9189821,0.035383195,-0.00012595172439302694,0.97474635,5,0.05581832,338,cot,True,Negative,G4,21,50
3076.2998,16.115799,3826.6792,0.021520851,1.9267293,0.033451527,-0.0001738069191270945,0.9700575,5,0.0754509,338,cot,True,Negative,G4,22,50
3520.648,15.887071,4436.8936,0.020028984,1.9271919,0.039420556,-0.0002643788347438893,0.9406007,37,0.08534181,338,cot,True,Negative,G4,23,50
3782.41,16.847223,4777.344,0.020159647,1.933753,0.039223757,-0.00012502498164468882,0.94605607,37,0.088341296,338,cot,True,Negative,G4,24,50
4287.3535,15.702347,5357.963,0.017600795,1.9288841,0.04360047,-0.0005431257279551755,0.8860101,38,0.14732736,338,cot,True,Negative,G4,25,50
99.76754,9.272818,124.74961,0.01747437,1.9505864,0.03325053,0.0003714950122319313,0.96109194,41,0.28393728,338,cot,True,Negative,G4,26,50
26.764074,3.5370755,36.192738,0.086272925,1.8710206,0.09488149,-0.0025101453065872192,0.91842896,4,0.46840718,339,direct,False,Negative,G1,0,15
190.13667,3.0145662,277.93454,0.06349418,1.9379787,0.088056795,-0.0006161343920361865,1.1011903,5,0.11922127,339,direct,False,Negative,G1,1,15
188.48122,3.4415216,276.30002,0.06650004,1.9315174,0.09872998,-0.0005781097726507501,1.0451272,7,0.10505831,339,direct,False,Negative,G1,2,15
194.40553,3.8936052,279.74652,0.07444072,1.9345139,0.09255549,0.002756587227622231,1.0678222,7,0.07549381,339,direct,False,Negative,G1,3,15
212.12134,4.024918,311.09354,0.0668966,1.9895955,0.085305385,0.0008422132376786116,0.9759829,8,0.079530954,339,direct,False,Negative,G1,4,15
227.99539,3.6482394,320.02728,0.07833025,1.9524558,0.09662162,0.0014091472049335856,0.9681729,5,0.06459749,339,direct,False,Negative,G1,5,15
272.94864,3.1550207,394.75815,0.06528268,1.9568101,0.066700496,0.00020316446220481786,0.998583,1,0.037763596,339,direct,False,Negative,G1,6,15
278.6182,3.8394957,395.2877,0.06766619,1.8888551,0.082352206,0.00021326345401805836,0.9784731,8,0.022327363,339,direct,False,Negative,G1,7,15
341.98636,3.152003,447.21323,0.06595828,1.7754214,0.12929395,0.0002958896395924327,0.88794935,4,0.014696479,339,direct,False,Negative,G1,8,15
411.5347,2.6573436,529.28815,0.0674333,1.7497302,0.12733512,0.00034707221356067026,1.0145955,4,0.005965948,339,direct,False,Negative,G1,9,15
496.2667,2.2635283,659.2604,0.09108107,1.7952927,0.10254313,0.00019749704298082288,0.84619266,4,0.0067930818,339,direct,False,Negative,G1,10,15
472.48242,2.5291216,626.51404,0.076078355,1.9418719,0.11456104,0.0002051476593855973,0.94087625,1,0.0032724738,339,direct,False,Negative,G1,11,15
681.4277,1.9517372,872.2279,0.059716567,1.7675647,0.110212654,0.00023870533639258078,1.1273619,4,0.003533125,339,direct,False,Negative,G1,12,15
667.2901,2.9419422,844.7701,0.08845894,1.816384,0.12491817,0.00030015392617864923,1.0057155,7,0.0031668544,339,direct,False,Negative,G1,13,15
708.4642,5.1051254,899.23615,0.08390978,1.8593316,0.09919876,0.0004634249341356885,0.92633915,7,0.0048900247,339,direct,False,Negative,G1,14,15
890.39185,5.6447835,1144.7838,0.081468426,1.8500036,0.09571138,0.00039033889770507814,0.94484,8,0.008207202,339,direct,False,Negative,G1,15,15
1116.2297,5.5026116,1428.5277,0.07920902,1.877563,0.097383134,0.0007622700471144456,0.9873906,4,0.008069396,339,direct,False,Negative,G1,16,15
1112.9928,5.5425563,1512.6091,0.08271721,1.9939092,0.097897045,0.0006210393958039336,0.983451,7,0.005081296,339,direct,False,Negative,G1,17,15
1491.7496,5.9915166,2038.5599,0.08661096,1.9475003,0.107163966,0.0008462152638278164,1.0466902,6,0.017987669,339,direct,False,Negative,G1,18,15
1690.6505,6.512025,2316.4656,0.086752206,1.943671,0.092564225,0.0013096844756996238,1.0398986,6,0.020712376,339,direct,False,Negative,G1,19,15
1883.5336,6.4251833,2549.7969,0.089306906,1.9268239,0.10487205,0.0012160939174694018,1.0586891,6,0.020506203,339,direct,False,Negative,G1,20,15
2083.8474,6.434179,2850.067,0.08433974,1.9283599,0.10069119,0.00039724556954352406,1.0333374,6,0.021146357,339,direct,False,Negative,G1,21,15
2325.9326,6.4549627,3202.033,0.083993316,1.9408754,0.09661625,0.0006461890189202277,1.0464127,3,0.02303636,339,direct,False,Negative,G1,22,15
2693.2708,6.3549285,3682.432,0.08808824,1.9140409,0.10373729,0.0003964868220654162,1.0154237,6,0.021302044,339,direct,False,Negative,G1,23,15
2975.1028,6.6338797,4032.834,0.09641978,1.9147379,0.11256322,0.00012012628408578726,0.9502111,3,0.021309733,339,direct,False,Negative,G1,24,15
3438.664,6.3369036,4621.085,0.08987712,1.8980522,0.104433745,-0.00037551463305295166,0.9367888,5,0.019569933,339,direct,False,Negative,G1,25,15
65.329865,4.312886,93.71234,0.08121364,2.0042982,0.09954701,0.013727211428212593,0.93506,8,0.21689892,339,direct,False,Negative,G1,26,15
27.83683,7.0177565,37.313747,0.024804799,1.9666208,0.032247864,0.0003637951401436095,1.006749,40,0.39825213,339,cot,False,Negative,G3,0,53
194.19403,4.5503454,275.87445,0.022504646,2.0257163,0.06139886,0.0005253393196341099,0.9515925,45,0.19052279,339,cot,False,Negative,G3,1,53
195.911,5.925264,274.94614,0.023142362,1.9951954,0.05769616,0.0003472462132373394,1.0097343,45,0.16428423,339,cot,False,Negative,G3,2,53
205.47926,6.830339,283.55106,0.023518803,1.9776963,0.045177247,-7.203443699913835e-05,0.9652353,9,0.14411938,339,cot,False,Negative,G3,3,53
220.73894,6.9301043,306.27325,0.025617301,2.005593,0.04648842,8.543458449426322e-05,0.98683625,9,0.039256692,339,cot,False,Negative,G3,4,53
250.03058,5.8055167,323.32693,0.020320281,1.9350684,0.042471766,7.330697046685543e-05,0.9448264,9,0.038822353,339,cot,False,Negative,G3,5,53
284.47183,4.62985,384.31558,0.028245082,1.9530439,0.041215833,3.196949801253268e-06,0.9754682,45,0.039780676,339,cot,False,Negative,G3,6,53
291.23373,5.4255395,392.40247,0.020681411,1.9254782,0.03451728,-7.452089414235867e-06,0.98318046,45,0.022251189,339,cot,False,Negative,G3,7,53
363.5399,4.2482615,446.68835,0.023670344,1.8813279,0.06991756,7.933855036407656e-05,0.90803736,4,0.01358664,339,cot,False,Negative,G3,8,53
421.10638,3.1904852,532.946,0.02230848,1.8588474,0.04644284,7.90909313070655e-06,1.0496516,43,0.004670143,339,cot,False,Negative,G3,9,53
530.017,3.0292459,621.20746,0.022409583,1.8297929,0.05181579,-1.4763484794599113e-06,0.8790402,35,0.005919397,339,cot,False,Negative,G3,10,53
535.6875,3.2207704,595.6448,0.037426412,1.8755488,0.061286032,-1.2008715152211248e-05,0.88579255,35,0.0035258532,339,cot,False,Negative,G3,11,53
821.76373,2.2097845,864.0883,0.026679412,1.7357349,0.08566494,-1.1895228173174418e-05,0.9974777,35,0.003189981,339,cot,False,Negative,G3,12,53
772.36597,3.293462,866.31335,0.023705108,1.7767516,0.047588225,1.419280581497509e-06,1.0282853,35,0.004263878,339,cot,False,Negative,G3,13,53
902.4282,4.8319187,999.2765,0.02258629,1.7761229,0.042443305,1.2283808423953146e-05,1.0175285,33,0.006663978,339,cot,False,Negative,G3,14,53
1141.3403,7.033712,1247.9581,0.02635112,1.7732337,0.03947245,-6.18535509730733e-05,1.069501,20,0.014775276,339,cot,False,Negative,G3,15,53
1382.3368,7.949493,1548.398,0.021962209,1.7951655,0.03318599,-4.878923364354475e-05,1.1068026,43,0.016257226,339,cot,False,Negative,G3,16,53
1394.1058,9.426376,1635.4474,0.020524323,1.91134,0.034853194,-6.405043477824005e-05,1.0371578,32,0.014084041,339,cot,False,Negative,G3,17,53
1821.7631,12.622637,2197.7014,0.020768782,1.8843553,0.04048346,-0.00014868177124328927,1.0153271,32,0.026661217,339,cot,False,Negative,G3,18,53
2195.5396,13.808239,2682.8503,0.020586312,1.8790671,0.033754293,-0.0002733703804781463,1.0133536,37,0.05817336,339,cot,False,Negative,G3,19,53
2430.0906,14.983837,2985.6833,0.021882022,1.8860698,0.03754038,-0.0002912455605349186,0.98358226,37,0.054753542,339,cot,False,Negative,G3,20,53
2682.921,15.133801,3309.1545,0.021688757,1.8957685,0.03406388,-0.000395079179841306,0.9451597,37,0.067602515,339,cot,False,Negative,G3,21,53
3086.6223,15.094875,3792.4126,0.019309722,1.9052242,0.033405013,-0.0008324275586318677,0.9003186,20,0.12674749,339,cot,False,Negative,G3,22,53
3586.4202,15.157634,4380.4795,0.017859578,1.9021661,0.03678178,-0.0011048522846792191,0.8836861,46,0.15290111,339,cot,False,Negative,G3,23,53
3956.2378,15.246698,4846.5366,0.016719459,1.907156,0.04086501,-0.0013081780452340714,0.8783473,46,0.16381067,339,cot,False,Negative,G3,24,53
4600.8027,13.802925,5473.9263,0.014965168,1.8912224,0.044155974,-0.0020586185129946957,0.86714244,46,0.31859586,339,cot,False,Negative,G3,25,53
102.53225,9.329273,128.98524,0.012672453,1.9257671,0.03772145,0.00189965942400342,0.871939,8,0.68365884,339,cot,False,Negative,G3,26,53
24.661016,2.3264475,34.13654,0.31952506,2.0000474,0.31064042,0.213828182220459,1.5317991,0,0.3301363,340,direct,False,Negative,G1,0,5
154.24344,2.6276717,227.34709,0.2779336,2.0268962,0.28165284,0.0314408540725708,0.9044248,0,0.08297825,340,direct,False,Negative,G1,1,5
165.48991,2.622105,234.67703,0.29873452,1.9948145,0.30136126,0.04423032402992248,0.9141065,0,0.057114303,340,direct,False,Negative,G1,2,5
183.5605,2.7137258,260.65063,0.28519267,1.9466234,0.28697836,0.025250470638275145,0.9059969,0,0.08498591,340,direct,False,Negative,G1,3,5
187.87117,2.6716683,270.86273,0.30067503,2.0007257,0.30132768,0.013236504793167115,0.9857075,0,0.017614543,340,direct,False,Negative,G1,4,5
204.4636,2.8147564,284.0509,0.31156662,1.9122247,0.30970237,0.010515278577804566,1.0369475,0,0.020650983,340,direct,False,Negative,G1,5,5
229.29355,2.8286796,320.23218,0.3061927,1.9081844,0.29845992,0.007807528972625733,1.1807623,0,0.019284964,340,direct,False,Negative,G1,6,5
256.35803,2.7981532,329.22284,0.37399274,1.8147675,0.37084648,0.00859081745147705,1.1610003,0,0.017435968,340,direct,False,Negative,G1,7,5
334.42764,2.0156977,434.43048,0.45846957,1.9521246,0.40873787,0.007356184720993042,1.4430615,0,0.019991577,340,direct,False,Negative,G1,8,5
336.1986,2.0854528,455.1684,0.42027727,1.9532471,0.39839435,0.0035910487174987795,1.3570331,0,0.009175777,340,direct,False,Negative,G1,9,5
394.12332,2.0938134,561.67065,0.27023688,1.9574795,0.30840796,0.0030136585235595705,1.0190405,0,0.0061621666,340,direct,False,Negative,G1,10,5
410.79233,1.9290979,508.158,0.41881323,1.8624277,0.36844295,0.0025542616844177247,1.6656674,0,0.0044463277,340,direct,False,Negative,G1,11,5
491.27792,1.9929852,636.7033,0.42103332,1.8574821,0.42254302,0.0018660664558410645,1.0835326,0,0.00267452,340,direct,False,Negative,G1,12,5
455.0309,2.359872,599.34454,0.3940225,1.7969328,0.40471113,0.0025329351425170898,1.2327849,0,0.0036263466,340,direct,False,Negative,G1,13,5
540.8493,2.3087163,695.3027,0.36652896,1.7617689,0.37684286,0.0030926764011383057,1.3971106,0,0.0041279197,340,direct,False,Negative,G1,14,5
805.5718,2.4368718,1004.1686,0.35225216,1.6163269,0.37392992,0.00539172887802124,1.4005662,0,0.0037847757,340,direct,False,Negative,G1,15,5
926.2282,2.407771,1195.207,0.34305403,1.7038623,0.36612013,0.006033837795257568,1.4009467,0,0.0061931014,340,direct,False,Negative,G1,16,5
1058.1085,2.6213553,1419.5668,0.2932158,1.7697495,0.30821973,0.00463150143623352,1.2988026,0,0.0048422217,340,direct,False,Negative,G1,17,5
1437.3105,2.2653134,1932.0543,0.27709565,1.7298102,0.31509295,0.00826132893562317,1.5174371,0,0.014607966,340,direct,False,Negative,G1,18,5
1810.4456,2.1616328,2529.988,0.2409565,1.8083544,0.28371263,0.00923580527305603,1.6288931,0,0.025161564,340,direct,False,Negative,G1,19,5
2271.2834,2.5433526,3294.0518,0.21946117,1.8829708,0.24113698,0.0030719518661499025,1.3327392,0,0.022792757,340,direct,False,Negative,G1,20,5
2622.7712,2.6087897,3928.0361,0.20647423,1.9408112,0.22332884,0.0003652751445770264,1.299363,0,0.0123566985,340,direct,False,Negative,G1,21,5
3174.726,2.7177577,4883.324,0.18267578,1.9752921,0.19664209,-0.011097574234008789,1.1865854,0,0.011863351,340,direct,False,Negative,G1,22,5
3941.4934,2.69237,6177.156,0.17440984,2.0094569,0.19191374,-0.021004998683929445,1.141554,0,0.038841367,340,direct,False,Negative,G1,23,5
4460.1646,2.6576114,6996.3057,0.18066403,2.023096,0.19996415,-0.02354723811149597,1.1203007,0,0.06261712,340,direct,False,Negative,G1,24,5
5299.613,2.3602498,8510.946,0.1668563,2.0831783,0.20259316,-0.03850805163383484,1.0969136,0,0.1850642,340,direct,False,Negative,G1,25,5
95.83046,2.56504,137.21594,0.2979756,1.9208727,0.27523226,-0.009949525445699691,1.3805449,0,0.22703668,340,direct,False,Negative,G1,26,5
27.598295,7.4410915,38.55852,0.043041717,1.9792634,0.06839921,0.0008769750996524919,1.0696329,4,0.4282505,340,cot,False,Negative,G3,0,30
192.50832,6.0073442,275.34494,0.040161185,2.003494,0.05278438,0.0007809422726701634,1.1612544,20,0.084273815,340,cot,False,Negative,G3,1,30
195.84065,6.732359,276.8925,0.041211292,1.9749357,0.054936748,-1.1618795066044796e-06,1.0920568,13,0.07319331,340,cot,False,Negative,G3,2,30
205.96812,7.23923,293.29407,0.04029393,2.0049808,0.047219243,0.0003991985262321134,1.0720326,13,0.0650897,340,cot,False,Negative,G3,3,30
222.50798,7.098411,310.95544,0.043306265,2.0122323,0.049107596,0.0006731573290425568,1.1347836,13,0.044552743,340,cot,False,Negative,G3,4,30
241.1041,6.267459,327.74448,0.035358883,1.9752266,0.058150824,0.00010403042356368944,1.090547,20,0.040240586,340,cot,False,Negative,G3,5,30
278.64923,5.4726934,382.6243,0.048395082,1.9785248,0.049784847,0.00017147842299174794,1.1025877,12,0.03141594,340,cot,False,Negative,G3,6,30
291.09573,6.407202,391.24057,0.034525067,1.933462,0.059549402,6.603630892748903e-05,1.0996393,19,0.024198651,340,cot,False,Negative,G3,7,30
361.1513,3.8367186,467.33878,0.034362487,1.995663,0.08494435,-7.451763881251143e-05,1.1191097,18,0.014843285,340,cot,False,Negative,G3,8,30
428.71277,2.8715425,554.7111,0.039182622,1.8914776,0.09760017,-4.975364126008133e-05,1.3069148,13,0.0051459074,340,cot,False,Negative,G3,9,30
569.95605,2.3938332,702.54034,0.037422765,1.8147323,0.094880976,4.695275146972957e-05,1.2331704,13,0.006193936,340,cot,False,Negative,G3,10,30
501.81512,3.2706335,625.63666,0.055680174,1.9537342,0.07624853,-1.134047367302655e-05,1.2785852,13,0.0031041503,340,cot,False,Negative,G3,11,30
761.6132,2.5042415,853.3709,0.042906377,1.7773392,0.08579502,-1.5397993801849816e-05,1.2578683,13,0.0032288432,340,cot,False,Negative,G3,12,30
706.0701,3.873517,851.694,0.039682698,1.819379,0.081374444,-1.177664460807011e-05,1.2368361,13,0.0028164387,340,cot,False,Negative,G3,13,30
862.8893,5.517972,990.0727,0.041838117,1.7952458,0.070574895,-0.00013078656689874057,1.1839043,9,0.004657209,340,cot,False,Negative,G3,14,30
1116.386,8.343325,1252.9541,0.045511674,1.7712759,0.0659216,-0.000348364014930913,0.9696214,0,0.0074445605,340,cot,False,Negative,G3,15,30
1297.0963,9.348838,1495.5165,0.0404063,1.8175881,0.058062598,-0.0003214879576208556,0.9801578,11,0.015702307,340,cot,False,Negative,G3,16,30
1345.9935,11.9765,1582.9738,0.039273217,1.8765763,0.047027066,-0.0003863188727148648,0.8786216,15,0.012212634,340,cot,False,Negative,G3,17,30
1883.6932,11.817361,2258.1428,0.038949218,1.8957425,0.05293186,-0.0005976410041301708,0.82415307,15,0.020389736,340,cot,False,Negative,G3,18,30
2267.6985,12.360778,2780.495,0.038111124,1.906247,0.046261426,-0.0004148795980538053,0.86813825,15,0.035532832,340,cot,False,Negative,G3,19,30
2582.8372,12.695514,3170.2864,0.039353136,1.9136759,0.047743104,-0.0005777639414876553,0.8203522,17,0.03754866,340,cot,False,Negative,G3,20,30
2839.361,12.719839,3551.3965,0.04048747,1.936032,0.043959323,-0.0006139809862146236,0.7986821,17,0.048775017,340,cot,False,Negative,G3,21,30
3239.712,12.796558,4108.2373,0.035872433,1.9552017,0.045272578,-0.000973353186264414,0.78628016,17,0.059725642,340,cot,False,Negative,G3,22,30
3734.6519,12.306426,4762.0327,0.033482783,1.9610339,0.04952998,-0.0010044810219938538,0.7638337,16,0.080512166,340,cot,False,Negative,G3,23,30
4159.285,12.45085,5247.2295,0.032061413,1.9426727,0.045587957,-0.001412422580672015,0.7450851,16,0.1229614,340,cot,False,Negative,G3,24,30
4918.176,11.401448,5922.6963,0.029390253,1.9175541,0.050678488,-0.0025349115796864338,0.7036506,16,0.33518177,340,cot,False,Negative,G3,25,30
113.13398,7.713914,147.65556,0.029220752,1.955595,0.033285256,-0.001798849077574138,0.768071,0,0.4339772,340,cot,False,Negative,G3,26,30
24.24843,2.2127428,33.703724,0.31459877,2.0440416,0.2993281,0.21968027502298354,1.647573,0,0.3161292,341,direct,False,Negative,G1,0,5
154.28377,2.2806265,229.3208,0.26813483,2.0400722,0.298563,0.057335186004638675,1.1167154,0,0.087474644,341,direct,False,Negative,G1,1,5
166.31729,2.3106215,237.18285,0.2873292,2.0074368,0.30979404,0.06473680734634399,1.1232381,0,0.059070766,341,direct,False,Negative,G1,2,5
182.66591,2.6368308,262.4558,0.27166632,1.9481739,0.28025892,0.037199008464813235,1.0900278,0,0.08444095,341,direct,False,Negative,G1,3,5
192.27486,2.6550858,277.4897,0.29002914,1.9744992,0.30218214,0.01677520275115967,1.029117,0,0.016526878,341,direct,False,Negative,G1,4,5
214.06602,2.749948,286.72064,0.33879057,1.8889033,0.34052783,0.012516599893569947,1.0942191,0,0.01921755,341,direct,False,Negative,G1,5,5
228.32518,2.736383,313.24243,0.31613055,1.9001948,0.31539905,0.008983993530273437,1.2499114,0,0.014129102,341,direct,False,Negative,G1,6,5
262.51624,2.7743242,330.66852,0.37685558,1.7872535,0.37798503,0.008707624673843384,1.1942322,0,0.012298524,341,direct,False,Negative,G1,7,5
318.72205,1.9756316,423.11017,0.40081564,1.9757177,0.35386822,0.007164627313613892,1.7363049,0,0.016874671,341,direct,False,Negative,G1,8,5
310.137,2.130722,416.4997,0.39111245,1.9547924,0.36618283,0.003769487142562866,1.5678614,0,0.0076577663,341,direct,False,Negative,G1,9,5
346.84018,2.4534626,458.57642,0.32322013,1.7379154,0.32307935,0.0030124068260192873,1.3327053,0,0.0048353076,341,direct,False,Negative,G1,10,5
370.09177,2.3989663,470.20663,0.3757573,1.8285117,0.34547493,0.0025124430656433107,1.4180995,0,0.0035156608,341,direct,False,Negative,G1,11,5
444.139,2.509696,521.7955,0.422529,1.6814871,0.4163568,0.0018815040588378907,0.96344125,0,0.0017316937,341,direct,False,Negative,G1,12,5
429.40488,2.5057695,551.60156,0.380313,1.7927214,0.3921002,0.002591758966445923,1.2155346,0,0.0026571155,341,direct,False,Negative,G1,13,5
547.38696,2.518314,690.6099,0.36654678,1.747517,0.36888683,0.0033226490020751955,1.3386244,0,0.0036062002,341,direct,False,Negative,G1,14,5
